listing_id,url,property_type,area_units,area_m2,land_area,rooms,floor,total_floors,has_repair,has_kupca,has_mortgage,photo_count,city,location_level_2,location_level_3,floor_ratio,is_first_floor,is_top_floor,area_per_room,description_has_parking,description_has_furnished,price_azn
6073470,https://bina.az/items/6073470,menziller/kohne-tikili,m²,90.0,,3.0,4.0,5.0,True,True,True,11,Bakı,sabuncu,bakixanov,0.8,False,False,30.0,False,,230000
6198663,https://bina.az/items/6198663,menziller/kohne-tikili,m²,80.0,,3.0,7.0,9.0,True,True,True,14,Bakı,ehmedli,,0.7777777777777778,False,False,26.666666666666668,False,,200000
6364439,https://bina.az/items/6364439,heyet-evleri,m²,540.0,16.0,6.0,,,True,True,True,30,Bakı,xezer,,,,,90.0,False,,1700000
6364441,https://bina.az/items/6364441,menziller/yeni-tikili,m²,45.0,,2.0,12.0,13.0,True,True,False,12,Xırdalan,,,0.9230769230769231,False,False,22.5,False,,94500
6364445,https://bina.az/items/6364445,menziller/yeni-tikili,m²,86.0,,2.0,7.0,17.0,True,True,True,15,Bakı,elmler-akademiyasi,,0.4117647058823529,False,False,43.0,False,True,438000
6364444,https://bina.az/items/6364444,menziller/yeni-tikili,m²,110.0,,3.0,3.0,7.0,True,False,False,9,Bakı,qara-qarayev,,0.42857142857142855,False,False,36.666666666666664,False,,330000
6364443,https://bina.az/items/6364443,menziller/yeni-tikili,m²,80.0,,3.0,8.0,16.0,True,False,False,21,Bakı,28-may,,0.5,False,False,26.666666666666668,False,,310000
6364448,https://bina.az/items/6364448,ofisler,m²,252.0,,6.0,,,True,True,True,10,Bakı,sah-ismayil-xetai,,,,,42.0,False,True,700000
5727891,https://bina.az/items/5727891,menziller/kohne-tikili,m²,100.0,,4.0,5.0,9.0,True,True,True,17,Bakı,insaatcilar,,0.5555555555555556,False,False,25.0,False,,240000
6364457,https://bina.az/items/6364457,heyet-evleri,m²,279.0,5.2,5.0,,,True,True,False,18,Bakı,sabuncu,bilgeh,,,,55.8,True,,680000
6364458,https://bina.az/items/6364458,torpaq,sot,550.0,,,,,,True,False,4,İsmayıllı,,,,,,,False,,3000000
6364459,https://bina.az/items/6364459,menziller/yeni-tikili,m²,112.0,,3.0,11.0,16.0,True,False,False,15,Bakı,28-may,,0.6875,False,False,37.333333333333336,False,,399000
6364460,https://bina.az/items/6364460,menziller/yeni-tikili,m²,106.0,,3.0,3.0,9.0,False,False,False,11,Bakı,nerimanov,,0.3333333333333333,False,False,35.333333333333336,False,,318000
5999343,https://bina.az/items/5999343,menziller/yeni-tikili,m²,172.0,,3.0,11.0,14.0,False,True,False,15,Bakı,neriman-nerimanov,,0.7857142857142857,False,False,57.333333333333336,False,,460000
6364465,https://bina.az/items/6364465,menziller/yeni-tikili,m²,43.0,,1.0,9.0,9.0,True,True,False,13,Bakı,yasamal,yasamal-qesebesi,1.0,False,True,43.0,False,,140000
6364471,https://bina.az/items/6364471,heyet-evleri,m²,300.0,3.5,7.0,,,True,False,False,16,Bakı,sabuncu,bilgeh,,,,42.857142857142854,False,,110000
6364475,https://bina.az/items/6364475,menziller/yeni-tikili,m²,32.0,,1.0,4.0,16.0,True,False,False,9,Xırdalan,,,0.25,False,False,32.0,False,True,65000
6364470,https://bina.az/items/6364470,menziller/yeni-tikili,m²,137.0,,3.0,10.0,16.0,True,True,True,27,Bakı,sah-ismayil-xetai,,0.625,False,False,45.666666666666664,False,,418000
6364476,https://bina.az/items/6364476,menziller/yeni-tikili,m²,85.0,,3.0,7.0,9.0,True,True,True,11,Bakı,suraxani,,0.7777777777777778,False,False,28.333333333333332,False,True,150000
5837562,https://bina.az/items/5837562,menziller/kohne-tikili,m²,35.0,,2.0,1.0,9.0,True,True,False,8,Bakı,yasamal,yeni-yasamal,0.1111111111111111,True,False,17.5,False,,128000
5306982,https://bina.az/items/5306982,obyektler,m²,421.0,,,,,True,True,False,30,Bakı,nerimanov,,,,,,False,,880000
4682036,https://bina.az/items/4682036,menziller/kohne-tikili,m²,180.0,,5.0,2.0,3.0,True,True,False,27,Bakı,sahil,,0.6666666666666666,False,False,36.0,False,True,1700000
6364479,https://bina.az/items/6364479,menziller/kohne-tikili,m²,65.0,,2.0,9.0,9.0,True,True,True,6,Bakı,hezi-aslanov,,1.0,False,True,32.5,False,,139000
6283725,https://bina.az/items/6283725,menziller/kohne-tikili,m²,55.0,,3.0,4.0,5.0,True,True,False,12,Bakı,insaatcilar,,0.8,False,False,18.333333333333332,False,True,155000
6280115,https://bina.az/items/6280115,menziller/yeni-tikili,m²,120.0,,3.0,5.0,15.0,True,True,False,26,Bakı,28-may,,0.3333333333333333,False,False,40.0,False,True,340000
6283510,https://bina.az/items/6283510,menziller/yeni-tikili,m²,70.0,,2.0,12.0,16.0,True,True,True,6,Bakı,sebail,bibi-heybet,0.75,False,False,35.0,False,,210000
6363386,https://bina.az/items/6363386,menziller/yeni-tikili,m²,138.0,,3.0,3.0,16.0,False,True,True,8,Bakı,nesimi-metrosu,,0.1875,False,False,46.0,False,,290000
6284861,https://bina.az/items/6284861,heyet-evleri,m²,170.0,3.5,4.0,,,True,True,True,15,Bakı,xezer,merdekan,,,,42.5,True,,270000
5644462,https://bina.az/items/5644462,heyet-evleri,m²,160.0,4.0,4.0,,,True,True,True,20,Bakı,xezer,merdekan,,,,40.0,True,True,270000
6247179,https://bina.az/items/6247179,menziller/kohne-tikili,m²,55.0,,2.0,3.0,5.0,True,True,False,10,Bakı,nerimanov,,0.6,False,False,27.5,False,,155000
5071394,https://bina.az/items/5071394,heyet-evleri,m²,350.0,8.0,7.0,,,True,True,True,19,Bakı,xezer,merdekan,,,,50.0,True,True,419000
6362004,https://bina.az/items/6362004,menziller/kohne-tikili,m²,65.0,,3.0,9.0,9.0,True,True,True,15,Bakı,xetai,,1.0,False,True,21.666666666666668,False,,156000
6364487,https://bina.az/items/6364487,menziller/kohne-tikili,m²,63.0,,3.0,2.0,5.0,True,True,False,10,Bakı,sebail,badamdar,0.4,False,False,21.0,False,,222000
6364484,https://bina.az/items/6364484,menziller/yeni-tikili,m²,160.0,,3.0,16.0,17.0,True,True,False,17,Bakı,yasamal,yasamal-qesebesi,0.9411764705882353,False,False,53.333333333333336,False,,355000
6364488,https://bina.az/items/6364488,menziller/yeni-tikili,m²,60.0,,2.0,15.0,17.0,True,True,True,9,Bakı,suraxani,,0.8823529411764706,False,False,30.0,False,True,169000
6364491,https://bina.az/items/6364491,menziller/kohne-tikili,m²,120.0,,5.0,3.0,5.0,True,True,False,18,Bakı,hezi-aslanov,,0.6,False,False,24.0,False,,289000
6364490,https://bina.az/items/6364490,menziller/kohne-tikili,m²,40.0,,2.0,4.0,9.0,True,True,True,13,Bakı,hezi-aslanov,,0.4444444444444444,False,False,20.0,False,,138000
6120728,https://bina.az/items/6120728,menziller/yeni-tikili,m²,136.0,,3.0,2.0,5.0,True,True,True,5,Bakı,sabuncu,nardaran,0.4,False,False,45.333333333333336,False,,413000
6077510,https://bina.az/items/6077510,menziller/yeni-tikili,m²,280.0,,6.0,18.0,19.0,True,True,True,29,Bakı,sebail,badamdar,0.9473684210526315,False,False,46.666666666666664,False,True,598000
6364504,https://bina.az/items/6364504,heyet-evleri,m²,110.0,2.0,4.0,,,True,True,False,10,Bakı,sabuncu,savalan,,,,27.5,False,,129000
5752067,https://bina.az/items/5752067,heyet-evleri,m²,300.0,6.0,7.0,,,True,False,False,23,Bakı,suraxani,hovsan,,,,42.857142857142854,False,,140000
6239559,https://bina.az/items/6239559,menziller/yeni-tikili,m²,120.0,,3.0,15.0,20.0,True,False,False,12,Bakı,xetai,ag-sheher,0.75,False,False,40.0,False,,700000
6364512,https://bina.az/items/6364512,menziller/kohne-tikili,m²,50.0,,1.0,9.0,9.0,True,True,True,11,Bakı,suraxani,,1.0,False,True,50.0,False,,115000
6364513,https://bina.az/items/6364513,menziller/yeni-tikili,m²,87.0,,3.0,8.0,12.0,True,True,False,13,Bakı,yasamal,yeni-yasamal,0.6666666666666666,False,False,29.0,True,,205000
6364519,https://bina.az/items/6364519,menziller/kohne-tikili,m²,60.0,,2.0,3.0,5.0,True,True,False,9,Bakı,elmler-akademiyasi,,0.6,False,False,30.0,False,,187000
6364520,https://bina.az/items/6364520,menziller/kohne-tikili,m²,90.0,,3.0,4.0,5.0,True,True,True,12,Bakı,neriman-nerimanov,,0.8,False,False,30.0,False,,282000
6265259,https://bina.az/items/6265259,heyet-evleri,m²,160.0,5.0,5.0,,,False,True,False,29,Bakı,xezer,sagan,,,,32.0,False,,151000
6364524,https://bina.az/items/6364524,menziller/kohne-tikili,m²,80.0,,3.0,6.0,9.0,True,True,True,13,Bakı,hezi-aslanov,,0.6666666666666666,False,False,26.666666666666668,False,,170000
6364525,https://bina.az/items/6364525,heyet-evleri,m²,224.0,6.0,6.0,,,True,True,False,19,Bakı,xezer,suvelan,,,,37.333333333333336,False,,735000
6364527,https://bina.az/items/6364527,heyet-evleri,m²,110.0,2.0,4.0,,,True,True,False,9,Bakı,sabuncu,zabrat,,,,27.5,False,,133000
6075528,https://bina.az/items/6075528,menziller/yeni-tikili,m²,143.0,,3.0,13.0,17.0,False,False,False,21,Bakı,neriman-nerimanov,,0.7647058823529411,False,False,47.666666666666664,False,,371000
6364533,https://bina.az/items/6364533,menziller/yeni-tikili,m²,45.0,,2.0,6.0,9.0,True,True,True,12,Bakı,insaatcilar,,0.6666666666666666,False,False,22.5,False,True,129000
5860833,https://bina.az/items/5860833,obyektler,m²,331.0,,,,,False,True,True,18,Bakı,memar-ecemi,,,,,,False,,540000
6109141,https://bina.az/items/6109141,obyektler,m²,104.0,,,,,True,True,True,8,Bakı,nerimanov,,,,,,False,,830000
6229468,https://bina.az/items/6229468,menziller/yeni-tikili,m²,137.0,,3.0,7.0,17.0,True,True,True,22,Bakı,8-noyabr,,0.4117647058823529,False,False,45.666666666666664,False,True,475000
6364536,https://bina.az/items/6364536,menziller/yeni-tikili,m²,55.0,,2.0,3.0,16.0,True,False,False,12,Bakı,qara-qarayev,,0.1875,False,False,27.5,False,True,205000
6282742,https://bina.az/items/6282742,menziller/yeni-tikili,m²,100.0,,2.0,4.0,16.0,False,True,True,9,Bakı,ehmedli,,0.25,False,False,50.0,False,,210000
6364540,https://bina.az/items/6364540,menziller/yeni-tikili,m²,88.0,,2.0,10.0,17.0,True,True,True,12,Bakı,azadliq-prospekti,,0.5882352941176471,False,False,44.0,True,,224000
6364548,https://bina.az/items/6364548,menziller/yeni-tikili,m²,49.9,,2.0,4.0,16.0,True,False,False,10,Sumqayıt,,,0.25,False,False,24.95,False,,70000
6364549,https://bina.az/items/6364549,menziller/yeni-tikili,m²,70.0,,2.0,17.0,17.0,True,True,True,11,Bakı,avtovagzal,,1.0,False,True,35.0,False,,147000
6364547,https://bina.az/items/6364547,heyet-evleri,m²,90.0,2.0,4.0,,,True,False,False,12,Bakı,abseron,qobu,,,,22.5,False,,40000
6364554,https://bina.az/items/6364554,heyet-evleri,m²,91.0,1.2,3.0,,,True,False,False,14,Bakı,xetai,kohne-gunesli,,,,30.333333333333332,False,,90000
6064556,https://bina.az/items/6064556,torpaq,sot,12.0,,,,,,True,False,3,Oğuz,,,,,,,False,,24000
6364556,https://bina.az/items/6364556,menziller/yeni-tikili,m²,95.0,,3.0,16.0,18.0,True,False,False,11,Bakı,insaatcilar,,0.8888888888888888,False,False,31.666666666666668,False,,240000
6364557,https://bina.az/items/6364557,menziller/yeni-tikili,m²,54.0,,2.0,3.0,6.0,True,False,False,10,Xırdalan,,,0.5,False,False,27.0,False,,65000
6364558,https://bina.az/items/6364558,menziller/yeni-tikili,m²,60.0,,2.0,10.0,17.0,True,True,True,12,Bakı,28-may,,0.5882352941176471,False,False,30.0,False,,235000
6364561,https://bina.az/items/6364561,menziller/yeni-tikili,m²,53.0,,2.0,5.0,6.0,True,True,True,13,Bakı,abseron,masazir,0.8333333333333334,False,False,26.5,False,,79500
6198128,https://bina.az/items/6198128,menziller/kohne-tikili,m²,45.0,,2.0,5.0,10.0,True,True,True,17,Bakı,ehmedli,,0.5,False,False,22.5,False,False,130000
6064602,https://bina.az/items/6064602,torpaq,sot,12.0,,,,,,True,False,4,Oğuz,,,,,,,False,,36000
6364567,https://bina.az/items/6364567,menziller/yeni-tikili,m²,80.0,,2.0,7.0,16.0,True,True,True,12,Bakı,memar-ecemi,,0.4375,False,False,40.0,False,,227000
6364572,https://bina.az/items/6364572,menziller/kohne-tikili,m²,110.0,,4.0,5.0,5.0,True,True,False,16,Bakı,xalqlar-dostlugu,,1.0,False,True,27.5,False,,230000
6364575,https://bina.az/items/6364575,menziller/yeni-tikili,m²,100.0,,3.0,17.0,18.0,True,True,True,18,Bakı,bineqedi,,0.9444444444444444,False,False,33.333333333333336,False,,260000
6364579,https://bina.az/items/6364579,menziller/yeni-tikili,m²,100.0,,3.0,14.0,19.0,True,True,True,17,Bakı,8-noyabr,,0.7368421052631579,False,False,33.333333333333336,False,,265000
6364581,https://bina.az/items/6364581,menziller/yeni-tikili,m²,75.0,,3.0,2.0,17.0,True,False,False,11,Bakı,28-may,,0.11764705882352941,False,False,25.0,False,,305000
6364580,https://bina.az/items/6364580,menziller/yeni-tikili,m²,100.0,,3.0,13.0,17.0,True,False,False,27,Bakı,28-may,,0.7647058823529411,False,False,33.333333333333336,False,,390000
6364585,https://bina.az/items/6364585,menziller/yeni-tikili,m²,104.0,,3.0,2.0,17.0,True,True,True,20,Bakı,nesimi,,0.11764705882352941,False,False,34.666666666666664,False,,365000
6364584,https://bina.az/items/6364584,menziller/yeni-tikili,m²,70.0,,3.0,15.0,15.0,True,False,False,13,Bakı,neriman-nerimanov,,1.0,False,True,23.333333333333332,False,,203000
6364582,https://bina.az/items/6364582,menziller/yeni-tikili,m²,65.0,,2.0,7.0,17.0,True,True,True,13,Bakı,8-noyabr,,0.4117647058823529,False,False,32.5,True,,249000
6364587,https://bina.az/items/6364587,menziller/yeni-tikili,m²,112.0,,3.0,14.0,14.0,True,True,True,20,Bakı,nesimi,,1.0,False,True,37.333333333333336,False,True,365000
6364590,https://bina.az/items/6364590,menziller/yeni-tikili,m²,67.1,,2.0,15.0,19.0,True,True,True,11,Bakı,sah-ismayil-xetai,,0.7894736842105263,False,False,33.55,False,,373000
6364588,https://bina.az/items/6364588,menziller/yeni-tikili,m²,52.0,,2.0,4.0,18.0,True,False,False,13,Bakı,nesimi,,0.2222222222222222,False,False,26.0,False,True,249000
6364597,https://bina.az/items/6364597,menziller/kohne-tikili,m²,45.0,,1.0,5.0,9.0,True,True,True,11,Bakı,ehmedli,,0.5555555555555556,False,False,45.0,False,,121000
6364595,https://bina.az/items/6364595,menziller/yeni-tikili,m²,44.0,,1.0,6.0,9.0,True,True,True,18,Bakı,yasamal,,0.6666666666666666,False,False,44.0,False,,129000
6277843,https://bina.az/items/6277843,menziller/yeni-tikili,m²,130.0,,3.0,11.0,18.0,True,True,False,19,Bakı,20-yanvar,,0.6111111111111112,False,False,43.333333333333336,False,,330000
6364598,https://bina.az/items/6364598,menziller/yeni-tikili,m²,170.0,,3.0,7.0,19.0,False,True,True,9,Bakı,sah-ismayil-xetai,,0.3684210526315789,False,False,56.666666666666664,True,,635000
6140971,https://bina.az/items/6140971,menziller/yeni-tikili,m²,145.0,,3.0,9.0,17.0,True,False,False,15,Bakı,hezi-aslanov,,0.5294117647058824,False,False,48.333333333333336,False,,335000
6364474,https://bina.az/items/6364474,menziller/yeni-tikili,m²,49.6,,1.0,5.0,8.0,False,False,False,5,Bakı,sabuncu,,0.625,False,False,49.6,False,,181300
6364606,https://bina.az/items/6364606,menziller/kohne-tikili,m²,70.0,,3.0,1.0,5.0,True,True,False,17,Bakı,neftciler,,0.2,True,False,23.333333333333332,False,,169000
6281137,https://bina.az/items/6281137,menziller/yeni-tikili,m²,66.0,,2.0,16.0,16.0,True,False,False,9,Bakı,neriman-nerimanov,,1.0,False,True,33.0,False,,214000
6364609,https://bina.az/items/6364609,menziller/yeni-tikili,m²,70.0,,2.0,13.0,18.0,True,False,False,18,Bakı,insaatcilar,,0.7222222222222222,False,False,35.0,True,True,170000
6364608,https://bina.az/items/6364608,menziller/yeni-tikili,m²,110.0,,4.0,6.0,15.0,False,False,False,10,Bakı,neftciler,,0.4,False,False,27.5,False,,285000
6280142,https://bina.az/items/6280142,torpaq,sot,62.0,,,,,,True,False,9,Bakı,xezer,suvelan,,,,,False,,1860000
6038143,https://bina.az/items/6038143,obyektler,m²,2500.0,,,,,False,True,False,30,Zaqatala,,,,,,,False,True,1000000
6364615,https://bina.az/items/6364615,heyet-evleri,m²,72.0,1.5,3.0,,,True,True,True,6,Bakı,sabuncu,zabrat,,,,24.0,False,,77000
5865825,https://bina.az/items/5865825,menziller/yeni-tikili,m²,155.5,,4.0,3.0,18.0,True,True,True,29,Bakı,elmler-akademiyasi,,0.16666666666666666,False,False,38.875,False,,500000
6029297,https://bina.az/items/6029297,menziller/yeni-tikili,m²,127.0,,3.0,5.0,16.0,True,True,False,17,Xırdalan,,,0.3125,False,False,42.333333333333336,False,True,189000
5926990,https://bina.az/items/5926990,menziller/yeni-tikili,m²,110.0,,3.0,14.0,16.0,False,False,False,4,Bakı,28-may,,0.875,False,False,36.666666666666664,False,,279000
6093006,https://bina.az/items/6093006,menziller/yeni-tikili,m²,54.0,,2.0,3.0,14.0,True,True,True,11,Xırdalan,,,0.21428571428571427,False,False,27.0,False,,107900
6073020,https://bina.az/items/6073020,menziller/yeni-tikili,m²,122.5,,3.0,14.0,15.0,False,False,False,9,Bakı,azadliq-prospekti,,0.9333333333333333,False,False,40.833333333333336,False,,235000
4625704,https://bina.az/items/4625704,heyet-evleri,m²,170.0,12.0,4.0,,,True,True,False,22,Bakı,sabuncu,sea-breeze,,,,42.5,False,True,450000
6030773,https://bina.az/items/6030773,menziller/yeni-tikili,m²,147.5,,3.0,22.0,27.0,False,True,True,17,Bakı,8-noyabr,,0.8148148148148148,False,False,49.166666666666664,False,,415000
5915323,https://bina.az/items/5915323,menziller/yeni-tikili,m²,180.0,,4.0,7.0,17.0,False,True,True,4,Bakı,azadliq-prospekti,,0.4117647058823529,False,False,45.0,False,,343000
6270663,https://bina.az/items/6270663,menziller/yeni-tikili,m²,80.0,,3.0,3.0,7.0,True,True,True,29,Bakı,abseron,masazir,0.42857142857142855,False,False,26.666666666666668,False,,167900
6283322,https://bina.az/items/6283322,menziller/yeni-tikili,m²,114.0,,3.0,6.0,17.0,True,True,True,20,Bakı,ehmedli,,0.35294117647058826,False,False,38.0,False,,265000
6283406,https://bina.az/items/6283406,menziller/kohne-tikili,m²,47.0,,2.0,6.0,9.0,True,True,True,18,Bakı,suraxani,yeni-gunesli,0.6666666666666666,False,False,23.5,False,,115000
6364631,https://bina.az/items/6364631,menziller/kohne-tikili,m²,48.0,,2.0,4.0,9.0,True,True,True,12,Bakı,neriman-nerimanov,,0.4444444444444444,False,False,24.0,False,,150000
6364633,https://bina.az/items/6364633,menziller/kohne-tikili,m²,60.0,,2.0,4.0,5.0,True,True,True,14,Bakı,suraxani,hovsan,0.8,False,False,30.0,False,,135000
6364635,https://bina.az/items/6364635,menziller/yeni-tikili,m²,120.0,,2.0,3.0,16.0,True,True,True,12,Bakı,sah-ismayil-xetai,,0.1875,False,False,60.0,False,True,350000
6364636,https://bina.az/items/6364636,menziller/yeni-tikili,m²,105.0,,3.0,16.0,17.0,True,True,False,29,Bakı,neriman-nerimanov,,0.9411764705882353,False,False,35.0,False,,309000
6279907,https://bina.az/items/6279907,menziller/yeni-tikili,m²,105.0,,3.0,5.0,16.0,True,True,True,16,Bakı,xalqlar-dostlugu,,0.3125,False,False,35.0,False,,300000
6364641,https://bina.az/items/6364641,menziller/yeni-tikili,m²,68.0,,2.0,16.0,19.0,True,True,True,17,Bakı,bineqedi,,0.8421052631578947,False,False,34.0,True,,237000
6054458,https://bina.az/items/6054458,menziller/kohne-tikili,m²,170.0,,4.0,4.0,4.0,True,True,False,18,Bakı,sahil,,1.0,False,True,42.5,False,,470000
6364642,https://bina.az/items/6364642,heyet-evleri,m²,580.0,6.5,7.0,,,False,True,False,10,Bakı,sebail,shixov,,,,82.85714285714286,False,,510000
6364643,https://bina.az/items/6364643,menziller/kohne-tikili,m²,65.0,,2.0,8.0,9.0,True,True,True,11,Bakı,hezi-aslanov,,0.8888888888888888,False,False,32.5,False,,167000
6364646,https://bina.az/items/6364646,menziller/yeni-tikili,m²,90.0,,3.0,3.0,15.0,True,True,True,20,Bakı,insaatcilar,,0.2,False,False,30.0,False,,238000
6202379,https://bina.az/items/6202379,heyet-evleri,m²,250.0,4.0,5.0,,,True,False,False,28,Bakı,abseron,masazir,,,,50.0,False,,169900
6175996,https://bina.az/items/6175996,menziller/yeni-tikili,m²,70.0,,2.0,6.0,19.0,True,True,True,19,Bakı,yasamal,,0.3157894736842105,False,False,35.0,False,,187000
6270176,https://bina.az/items/6270176,menziller/kohne-tikili,m²,80.0,,3.0,9.0,9.0,True,True,False,21,Bakı,yasamal,,1.0,False,True,26.666666666666668,False,True,250000
6364655,https://bina.az/items/6364655,menziller/yeni-tikili,m²,55.3,,1.0,5.0,7.0,False,False,False,4,Bakı,sabuncu,,0.7142857142857143,False,False,55.3,False,,181000
6283625,https://bina.az/items/6283625,menziller/yeni-tikili,m²,164.0,,3.0,2.0,17.0,True,True,True,18,Bakı,elmler-akademiyasi,,0.11764705882352941,False,False,54.666666666666664,False,True,460000
6364028,https://bina.az/items/6364028,menziller/yeni-tikili,m²,150.0,,4.0,10.0,10.0,False,True,True,8,Bakı,azadliq-prospekti,,1.0,False,True,37.5,False,,291000
6195497,https://bina.az/items/6195497,menziller/yeni-tikili,m²,90.0,,3.0,13.0,16.0,True,True,True,19,Bakı,28-may,,0.8125,False,False,30.0,False,,310000
6260566,https://bina.az/items/6260566,menziller/yeni-tikili,m²,102.0,,3.0,12.0,15.0,True,True,True,7,Bakı,xalqlar-dostlugu,,0.8,False,False,34.0,False,,255000
6364661,https://bina.az/items/6364661,heyet-evleri,m²,80.0,4.3,4.0,,,False,True,False,17,Bakı,suraxani,bulbule,,,,20.0,False,,155000
6195501,https://bina.az/items/6195501,menziller/kohne-tikili,m²,80.0,,3.0,8.0,9.0,True,True,True,12,Bakı,nerimanov,,0.8888888888888888,False,False,26.666666666666668,False,,245000
6278602,https://bina.az/items/6278602,menziller/yeni-tikili,m²,115.0,,2.0,10.0,18.0,False,False,False,8,Bakı,20-yanvar,,0.5555555555555556,False,False,57.5,False,,198000
6100599,https://bina.az/items/6100599,menziller/yeni-tikili,m²,61.0,,2.0,16.0,17.0,True,True,True,12,Bakı,28-may,,0.9411764705882353,False,False,30.5,True,,245000
6280570,https://bina.az/items/6280570,menziller/yeni-tikili,m²,108.0,,3.0,9.0,16.0,True,False,False,16,Bakı,nerimanov,,0.5625,False,False,36.0,False,,437000
6364662,https://bina.az/items/6364662,torpaq,sot,60.0,,,,,,False,False,5,Bakı,abseron,hokmeli,,,,,False,,90000
6036040,https://bina.az/items/6036040,menziller/yeni-tikili,m²,175.0,,4.0,5.0,17.0,True,True,False,15,Bakı,8-noyabr,,0.29411764705882354,False,False,43.75,False,,590000
6235512,https://bina.az/items/6235512,menziller/yeni-tikili,m²,96.0,,3.0,14.0,20.0,True,True,False,16,Bakı,sah-ismayil-xetai,,0.7,False,False,32.0,False,True,295000
5904491,https://bina.az/items/5904491,menziller/yeni-tikili,m²,68.0,,2.0,2.0,16.0,True,True,False,13,Bakı,suraxani,yeni-gunesli,0.125,False,False,34.0,False,True,155000
6282945,https://bina.az/items/6282945,menziller/yeni-tikili,m²,108.0,,3.0,2.0,9.0,True,True,True,20,Bakı,genclik,,0.2222222222222222,False,False,36.0,False,,390000
6355700,https://bina.az/items/6355700,menziller/kohne-tikili,m²,48.0,,2.0,7.0,9.0,True,True,True,11,Bakı,neriman-nerimanov,,0.7777777777777778,False,False,24.0,False,,160000
5795678,https://bina.az/items/5795678,menziller/yeni-tikili,m²,53.0,,1.0,7.0,14.0,False,False,False,10,Bakı,nizami-metrosu,,0.5,False,False,53.0,True,,215000
6249180,https://bina.az/items/6249180,menziller/kohne-tikili,m²,75.0,,3.0,1.0,5.0,True,True,False,9,Bakı,20-yanvar,,0.2,True,False,25.0,False,,160000
6364645,https://bina.az/items/6364645,menziller/yeni-tikili,m²,170.0,,3.0,3.0,15.0,True,False,False,8,Bakı,nizami-metrosu,,0.2,False,False,56.666666666666664,False,,538000
6364686,https://bina.az/items/6364686,menziller/yeni-tikili,m²,100.0,,3.0,12.0,17.0,True,True,False,8,Bakı,nesimi,,0.7058823529411765,False,False,33.333333333333336,False,,390000
6364682,https://bina.az/items/6364682,menziller/kohne-tikili,m²,60.0,,2.0,8.0,9.0,True,True,False,11,Bakı,hezi-aslanov,,0.8888888888888888,False,False,30.0,False,,167000
